Name,OOS,,Total Verses,Verses to Sing,Familiarity,Service Index,Key,NVB,SSH,MAJ,NVR,Date of Most Recent Use,First Line,Notes,ID,Blood,Christmas,Cross,Easter,Grace,Heaven,Holy Spirit,Invitation,Missions,Patriotic,Prayer,Salvation,Second Coming,Bible,Calvary,Great Hymns,Service,Thanksgiving,Assurance,Christian Warfare,Comfort & Guidance,Consecration,Consolation,Faith & Trust,Joy & Singing,Love,Praise,Resurrection,Soul Winning & Service,Testimony,Lyrics,Log,Words,Music
Pentecostal Power,"1, 2, 4","341 | ""Pentecostal Power"" (72) [4]",4,"1, 2, 4",,3/4,Ab,72,341,,310,,"Lord, as of old at Pentecost",,1072,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte G. Homer,
"Come, Ye Thankful People, Come","1, 2, 4","NVB | ""Come, Ye Thankful People, Come"" (73) [4]",4,"1, 2, 4",,2,F,73,,493,,,"Come, ye thankful people, come",,1073,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,Henry Alford,
What a Savior Is Mine!,"1, 2, 4","NVB | ""What a Savior Is Mine!"" (74) [4]",4,"1, 2, 4",,3/4,G,74,,,,,The Lord of all lords to this earth came down,,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. E. Hewitt,
Rejoice in the Lord,"All: 1, 2, 3","NVB | ""Rejoice in the Lord"" (75) [3]",3,"All: 1, 2, 3",,3/4,Eb,75,,475,312,,God never moves without purpose or plan,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ron Hamilton,
The Lord Is Good,Chorus 2x,"NVB | ""The Lord Is Good"" (76) [C]",C,Chorus 2x,,,F,76,,79,263,,"The Lord is good, tell it wherever you go",,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfred B. Smith,
At the Name of Jesus,"1, 3, 5","NVB | ""At the Name of Jesus"" (77) [5]",5,"1, 3, 5",,3/4,Db,77,,192,537,,At the name of Jesus every knee shall bow,,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caroline M. Noel,
Higher Ground,"1, 2, 4","327 | ""Higher Ground"" (78) [4]",4,"1, 2, 4",,2,Ab,78,327,397,246,,I'm pressing on the upward way,,1078,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,"Johnson Oatman, Jr.",
Whiter Than Snow,"1, 2, 4","252 | ""Whiter Than Snow"" (79) [4]",4,"1, 2, 4",,3/4,A,79,252,361,352,,"Lord Jesus, I long to be perfectly whole",,1079,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,James Nicholson,
I Would Be Like Jesus,"1, 2, 4","330 | ""I Would Be Like Jesus"" (80) [4]",4,"1, 2, 4",,3/4,Ab,80,330,315,270,,Earthly pleasures vainly call me,,1080,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,James Rowe,
Draw Me Nearer,"1, 2, 4","324 | ""Draw Me Nearer"" (81) [4]",4,"1, 2, 4",,3/4,Ab,81,324,,223,,"I am Thine, O Lord, I have heard Thy voice",,1081,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Fanny J. Crosby,
"Nearer, Still Nearer","1, 2, 4","NVB | ""Nearer, Still Nearer"" (82) [4]",4,"1, 2, 4",,3/4,Db,82,,382,204,,"Nearer, still nearer, close to Thy heart",,1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lilia N. Morris,
More Like the Master,"All: 1, 2, 3","298 | ""More Like the Master"" (83) [3]",3,"All: 1, 2, 3",,3/4,Db,83,298,,240,,More like the Master I would ever be,,1083,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Charles H. Gabriel,
Must Jesus Bear the Cross Alone?,"1, 2, 4","13 | ""Must Jesus Bear the Cross Alone?"" (84) [4]",4,"1, 2, 4",,3/4,A,84,13,370,217,,Must Jesus bear the cross alone,,1084,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Shepherd,
Nothing Between,"1, 2, 4","304 | ""Nothing Between"" (85) [4]",4,"1, 2, 4",,3/4,G,85,304,428,427,,Nothing between my soul and the Saviour,,1085,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,C. A. Tindley,
"My Jesus, I Love Thee [Gordon]","1, 2, 4","174 | ""My Jesus, I Love Thee [Gordon]"" (86) [4]",4,"1, 2, 4",,3/4,F,86,174,160,215,,"My Jesus, I Love Thee",,1086,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,William R. Featherstone,
More About Jesus,"1, 2, 4","323 | ""More About Jesus"" (87) [4]",4,"1, 2, 4",,2,Ab,87,323,311,201,,More about Jesus would I know,,1087,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Eliza E. Hewitt,
Jesus Saves!,"1, 2, 4","259 | ""Jesus Saves!"" (88) [4]",4,"1, 2, 4",,1A,G,88,259,537,281,,We have heard the joyful sound,,1088,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,Priscilla J. Owens,
"O Zion, Haste","1, 3, 5","393 | ""O Zion, Haste"" (89) [5]",5,"1, 3, 5",,2,Bb,89,393,536,111,,"O Zion, haste, thy mission high fulfilling",,1089,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Mary A. Thompson,
"I’ll Say, “Yes”",Chorus 2x,"NVB | ""I’ll Say, “Yes”"" (90) [C]",C,Chorus 2x,,,Db,90,,,,,"I’ll say “Yes,” Lord, “Yes”",,1090,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
People Need the Lord,"All: 1, 2","NVB | ""People Need the Lord"" (91) [2]",2,"All: 1, 2",,3/4,C,91,,,,,Every day they pass me by,,1091,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Greg Nelson & Phill McHugh,
I Know That My Redeemer Liveth,"All: 1, 2, 3","34 | ""I Know That My Redeemer Liveth"" (92) [3]",3,"All: 1, 2, 3",,3/4,Db,92,34,,374,,I know that my redeemer liveth,,1092,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Jessie B. Pounds,
The Value of One,"All: 1, 2","NVB | ""The Value of One"" (93) [2]",2,"All: 1, 2",,3/4,Ab,93,,,,,Could it be that up in heaven,,1093,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Eric Reploeg,
Little Is Much When God Is in It,"1, 2, 4","397 | ""Little Is Much When God Is in It"" (94) [4]",4,"1, 2, 4",,2,Db,94,397,,,,In the harvest field now ripened,,1094,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Kittie Suffield,
Give of Your Best to the Master,"All: 1, 2, 3","NVB | ""Give of Your Best to the Master"" (95) [3]",3,"All: 1, 2, 3",,3/4,Eb,95,,547,166,,Give of your best to the Master,,1095,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Howard B. Grose,
He Was Wounded for Our Transgressions,"1, 2, 4","NVB | ""He Was Wounded for Our Transgressions"" (96) [4]",4,"1, 2, 4",,,F,96,,236,359,,He was wounded for our transgressions,,1096,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas O. Chisholm,
I Love to Tell the Story [Hankey],"1, 2, 4","228 | ""I Love to Tell the Story [Hankey]"" (97) [4]",4,"1, 2, 4",,2,Ab,97,228,538,145,,I love to tell the story,,1097,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,A. Catherine Hankey,
So Little Time,"1, 3, 5","396 | ""So Little Time"" (98) [5]",5,"1, 3, 5",,3/4,Eb,98,396,,107,,So little time! The harvest will be over,,1098,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,John R. Rice,
Blest Be the Tie That Binds,"1, 2, 4","154 | ""Blest Be the Tie That Binds"" (99) [4]",4,"1, 2, 4",,3/4,F,99,154,,124,,Blest be the tie that binds,,1099,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,John Fawcett,
Just One More Soul,"All: 1, 2","NVB | ""Just One More Soul"" (100) [2]",2,"All: 1, 2",,2,G,100,,,,,"The preachers are weary, the singers are tired,",,1100,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Rodney Griffin,
Win the Lost At Any Cost,"All: 1, 2, 3","NVB | ""Win the Lost At Any Cost"" (101) [3]",3,"All: 1, 2, 3",,3/4,Eb,101,,,,,While millions grope in sin’s dark night,,1101,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Leon H. Ellis,
Dost Thou Not Care?,"All: 1, 2","NVB | ""Dost Thou Not Care?"" (102) [2]",2,"All: 1, 2",,3/4,F,102,,,,,"Does thou not care that millions are dying,",,1102,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Elaine Long,
Let the Lower Lights Be Burning,"All: 1, 2, 3","372 | ""Let the Lower Lights Be Burning"" (103) [3]",3,"All: 1, 2, 3",,3/4,Bb,103,372,,286,,Brightly beams our Father's mercy,,1103,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Philip P. Bliss,
Win Them One by One,"1, 2, 4","NVB | ""Win Them One by One"" (104) [4]",4,"1, 2, 4",,2,F,104,,,466,,If to Christ our only King,,1104,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,C. Austin Miles,
A Passion for Souls,"All: 1, 2, 3","378 | ""A Passion for Souls"" (105) [3]",3,"All: 1, 2, 3",,3/4,C,105,378,543,489,,"Give me a passion for souls, dear Lord",,1105,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Herbert G. Tovey,
A Soul Winner for Jesus,"All: 1, 2, 3","392 | ""A Soul Winner for Jesus"" (106) [3]",3,"All: 1, 2, 3",,2,Bb,106,392,,525,,I want to be a soul winner for Jesus ev'ry day,,1106,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,J. W. Ferrill,
Bringing in the Sheaves,"All: 1, 2, 3","379 | ""Bringing in the Sheaves"" (107) [3]",3,"All: 1, 2, 3",,3/4,C,107,379,,499,,"Sowing in the morning, sowing seeds of kindness",,1107,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Knowles Shaw,
Rescue the Perishing,"1, 2, 4","377 | ""Rescue the Perishing"" (108) [4]",4,"1, 2, 4",,2,Bb,108,377,530,105,,Rescue the perishing,,1108,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,Fanny J. Crosby,
I Am Resolved,"1, 2, 4","288 | ""I Am Resolved"" (109) [4]",4,"1, 2, 4",,2,Bb,109,288,391,243,,I am resolved no longer to linger,,1109,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,Palmer Hartsough,
Make Me a Blessing,"All: 1, 2, 3","334 | ""Make Me a Blessing"" (110) [3]",3,"All: 1, 2, 3",,1B,C,110,334,395,200,,Out in the highways and byways of life,,1110,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,Ira B. Wilson,
What Sins Are You Talking About?,"All: 1, 2","NVB | ""What Sins Are You Talking About?"" (111) [2]",2,"All: 1, 2",,2,Ab,111,,,32,,A man once stood before God’s throne,,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harold Lane & Ben L. Speer,
Follow On,"All: 1, 2, 3","296 | ""Follow On"" (112) [3]",3,"All: 1, 2, 3",,3/4,Ab,112,296,121,231,,Down in the valley with my Saviour I would go,,1112,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,Willima O. Cushing,
Following Jesus,Chorus 2x,"NVB | ""Following Jesus"" (113) [C]",C,Chorus 2x,,,F,113,,,172,,"Following Jesus, following Jesus",,1113,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,L. Weaver,
As a Volunteer,"1, 2, 4","416 | ""As a Volunteer"" (114) [4]",4,"1, 2, 4",,2,C,114,416,,171,,A call for loyal soldiers,,1114,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,Charles H. Gabriel,
Living for Jesus,"1, 2, 4","322 | ""Living for Jesus"" (115) [4]",4,"1, 2, 4",,3/4,F,115,322,369,218,,Living for Jesus a life that is true,,1115,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,Thomas O. Chisholm,
I Have Decided to Follow Jesus,"All: 1, 2, 3","316 | ""I Have Decided to Follow Jesus"" (116) [3]",3,"All: 1, 2, 3",,3/4,C,116,316,635,10,,I have decided to follow Jesus,,1116,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,attributed to an Indian Prince,
Living by Faith,"1, 2, 4","NVB | ""Living by Faith"" (117) [4]",4,"1, 2, 4",,2,Eb,117,,,34,,I care not today what the morrow may bring,,1117,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,James Wells,
My Plea,"All: 1, 2, 3","476 | ""My Plea"" (118) [3]",3,"All: 1, 2, 3",,3/4,Eb,118,476,,256,,Should I at the gates of Heaven appear,,1118,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,J. L. Baker,
"Take My Life, and Let It Be","1, 2, 4","315 | ""Take My Life, and Let It Be"" (119) [4]",4,"1, 2, 4",,3/4,G,119,315,,39,,"Take my life, and let it be",,1119,,,,,,,,1,1,,,,,,,,1,,,,,1,,,,,,,,,,,Frances R. Havergal,
Keep the Race Before Us,Chorus 2x,"NVB | ""Keep the Race Before Us"" (120) [C]",C,Chorus 2x,,3/4,F,120,,,,,Let us keep the race before us,,1120,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Carolyn Hamlin,
Bring Them In,"All: 1, 2, 3","389 | ""Bring Them In"" (121) [3]",3,"All: 1, 2, 3",,2,Ab,121,389,545,96,,Hark! 'tis the Shepherd's voice I hear,,1121,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Alexcenah Thomas,
Send the Light,"1, 2, 4","374 | ""Send the Light"" (122) [4]",4,"1, 2, 4",,2,Ab,122,374,534,109,,There's a call comes ringing o'er the restless wave,,1122,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Charles H. Gabriel,
It’s Not in Vain,"All: 1, 2","NVB | ""It’s Not in Vain"" (123) [2]",2,"All: 1, 2",,3/4,C,123,,,,,"We have labored in the vineyard of the Lord,",,1123,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"D. Liles, M. Speck, & N. Borop",
Set My Soul Afire,"All: 1, 2, 3","401 | ""Set My Soul Afire"" (124) [3]",3,"All: 1, 2, 3",,2,F,124,401,,319,,"Set my soul afire, Lord, for Thy holy Word",,1124,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Gene Bartlett,
We'll Work Till Jesus Comes,"All: 1, 2, 3","44 | ""We'll Work Till Jesus Comes"" (125) [3]",3,"All: 1, 2, 3",,3/4,F,125,44,,343,,"O land of rest, for thee I sigh!",,1125,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Mills,
I'll Wish I Had Given Him More,"All: 1, 2, 3","400 | ""I'll Wish I Had Given Him More"" (126) [3]",3,"All: 1, 2, 3",,,G,126,400,,393,,By and by when I look on His face,,1126,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,Grace Reese Adkins,
The Regions Beyond,"1, 2, 4","NVB | ""The Regions Beyond"" (127) [4]",4,"1, 2, 4",,2,Bb,127,,,103,,"To the regions beyond I must go, I must go",,1127,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,A. B. Simpson,
I’ll Go Where You Want Me to Go,"All: 1, 2, 3","NVB | ""I’ll Go Where You Want Me to Go"" (128) [3]",3,"All: 1, 2, 3",,3/4,Eb,128,,,108,,It may not be on the mountain’s height,,1128,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Charles H. Gabriel,
Lead Me to Some Soul Today,Chorus 2x,"NVB | ""Lead Me to Some Soul Today"" (129) [C]",C,Chorus 2x,,3/4,F,129,,,546,,Lead me to some soul today,,1129,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Will H. Houghton,
Till the Whole World Knows,"1, 2, 4","NVB | ""Till the Whole World Knows"" (130) [4]",4,"1, 2, 4",,2,C,130,,,533,,I have a story to tell to the nations,,1130,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,A. H. Ackley,
Anywhere With Jesus,"1, 2, 4","126 | ""Anywhere With Jesus"" (131) [4]",4,"1, 2, 4",,3/4,D,131,126,,170,,Anywhere with Jesus I can safely go,,1131,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,Jessie B. Pounds,
We’ve a Story to Tell,"1, 2, 4","NVB | ""We’ve a Story to Tell"" (132) [4]",4,"1, 2, 4",,2,Eb,132,,,,,We’ve a story to tell to the nations,,1132,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,H. Ernest Nichol,
The Light of the World Is Jesus,"1, 2, 4","262 | ""The Light of the World Is Jesus"" (133) [4]",4,"1, 2, 4",,2,F,133,262,,449,,The whole world was lost in the darkness of sin,,1133,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,Philip P. Bliss,
So Send I You,"1, 3, 5","373 | ""So Send I You"" (134) [5]",5,"1, 3, 5",,3/4,Ab,134,373,531,97,,So send I you to labor unrewarded,,1134,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,E. Margaret Clarkson,
Go Ye Into All the World,"1, 2, 4","385 | ""Go Ye Into All the World"" (135) [4]",4,"1, 2, 4",,3/4,A,135,385,,98,,"Far, far away, in heathen darkness dwelling",,1135,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,James McGranahan,
If Jesus Goes With Me,"1, 2, 4","335 | ""If Jesus Goes With Me"" (136) [4]",4,"1, 2, 4",,2,C,136,335,,173,,"It may be in the valley, where countless dangers hide",,1136,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,C. Austin Miles,
Take the Name of Jesus With You,"1, 2, 4","18 | ""Take the Name of Jesus With You"" (137) [4]",4,"1, 2, 4",,2,Ab,137,18,300,324,,Take the name of Jesus with you,,1137,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Lydia Baxter,
Wherever He Leads I'll Go,"1, 2, 4","331 | ""Wherever He Leads I'll Go"" (138) [4]",4,"1, 2, 4",,3/4,F,138,331,,351,,"""Take up thy cross and follow Me""",,1138,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,B. B. McKinney,
Our Best,"All: 1, 2, 3","402 | ""Our Best"" (139) [3]",3,"All: 1, 2, 3",,2,Bb,139,402,,308,,Hear ye the Master's call,,1139,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,S. C. Kirk,
Where He Leads Me,"1, 2, 4","276 | ""Where He Leads Me"" (140) [4]",4,"1, 2, 4",,3/4,G,140,276,,350,,I can hear my Saviour calling,,1140,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,E. W. Blandly,
Whatever It Takes,"All: 1, 2, 3","NVB | ""Whatever It Takes"" (141) [3]",3,"All: 1, 2, 3",,3/4,F,141,,,,,"My body, my soul, my spirit, O Lord",,1141,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Lanny Wolfe,
Just a Little While,"All: 1, 2","NVB | ""Just a Little While"" (142) [2]",2,"All: 1, 2",,2,F,142,,,,,Just a little while to stay here,,1142,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,E. M. Bartlett,
Joy Comes in the Morning,"All: 1, 2","NVB | ""Joy Comes in the Morning"" (143) [2]",2,"All: 1, 2",,3/4,F,143,,94,,,If you’ve ever felt the pain of a broken heart,,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William J. & Gloria Gaither,
What a Day That Will Be,"All: 1, 2","63 | ""What a Day That Will Be"" (144) [2]",2,"All: 1, 2",,2,Ab,144,63,,91,,There is coming a day when no heartaches shall come,,1144,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,Jim Hill,
Gettin’ Ready Today,"All: 1, 2","NVB | ""Gettin’ Ready Today"" (145) [2]",2,"All: 1, 2",,2,Eb,145,,,,,"I want to move from this world of fear,",,1145,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Hatfield,
Going Home,"All: 1, 2, 3","NVB | ""Going Home"" (146) [3]",3,"All: 1, 2, 3",,3/4,F,146,,,,,Many times I am lifted in spirit,,1146,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,William J. & Gloria Gaither,
O That Will Be Glory,"All: 1, 2, 3","54 | ""O That Will Be Glory"" (147) [3]",3,"All: 1, 2, 3",,3/4,Ab,147,54,556,77,,When all my labors and trials are o'er,,1147,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles H. Gabriel,
Where We'll Never Grow Old,"All: 1, 2, 3","51 | ""Where We'll Never Grow Old"" (148) [3]",3,"All: 1, 2, 3",,3/4,Eb,148,51,,80,,I have heard of a land on the faraway strand,,1148,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,James C. Moore,
Sheltered in the Arms of God,"All: 1, 2","NVB | ""Sheltered in the Arms of God"" (149) [2]",2,"All: 1, 2",,3/4,Ab,149,,,,,I feel the touch of hands out of the unseen,,1149,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Dottie Rambo & Jimmie Davis,
This World Is Not My Home,"1, 2, 4","NVB | ""This World Is Not My Home"" (150) [4]",4,"1, 2, 4",,2,G,150,,,485,,"This world is not my home, I’m just a-passing through",,1150,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert E. Brumley,
"Well Done, My Child","All: 1, 2","NVB | ""Well Done, My Child"" (151) [2]",2,"All: 1, 2",,3/4,G,151,,,,,"There may be a lonely valley waiting just around the bend,",,1151,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Wood & Danny Myrick,
I'm Going Higher,"1, 3, 5","83 | ""I'm Going Higher"" (152) [5]",5,"1, 3, 5",,2,Eb,152,83,,385,,Often I've watched the clouds up in the sky,,1152,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,Herbert Buttum,
Ten Thousand Years,"All: 1, 2","NVB | ""Ten Thousand Years"" (153) [2]",2,"All: 1, 2",,3/4,F,153,,,,,"Soon I'll come to the end of my journey,",,1153,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Elmer Cole,
Heaven for Me,"All: 1, 2","NVB | ""Heaven for Me"" (154) [2]",2,"All: 1, 2",,3/4,Eb,154,,,86,,I've heard of a land that is wondrously fair;,,1154,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanny Wolfe,
O What a Moment!,"All: 1, 2","NVB | ""O What a Moment!"" (155) [2]",2,"All: 1, 2",,3/4,Eb,155,,,,,"O what a time will be when we see loved ones there,",,1155,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Squire Parsons, Jr.",
I Can Almost Hear Trumpets,"All: 1, 2","NVB | ""I Can Almost Hear Trumpets"" (156) [2]",2,"All: 1, 2",,2,F,156,,,,,"There's a song in my heart now, for I'm looking for Jesus;",,1156,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"George Lewis, Jr.",
"One More Hill, One More Valley","All: 1, 2","NVB | ""One More Hill, One More Valley"" (157) [2]",2,"All: 1, 2",,3/4,F,157,,,,,"I am longing to see all the things promised me,",,1157,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,W. Elmo Mercer,
In the Sweet By and By,"All: 1, 2, 3","41 | ""In the Sweet By and By"" (158) [3]",3,"All: 1, 2, 3",,3/4,G,158,41,564,75,,There’s a land that is fairer than day,,1158,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,Sanford F. Bennett,
The Unclouded Day,"1, 2, 4","NVB | ""The Unclouded Day"" (159) [4]",4,"1, 2, 4",,3/4,G,159,,,70,,O they tell me of a home far beyond the skies,,1159,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,J. K. Alwood,
Heaven’s Sounding Sweeter All the Time,"All: 1, 2","NVB | ""Heaven’s Sounding Sweeter All the Time"" (160) [2]",2,"All: 1, 2",,3/4,G,160,,,,,"Life has been so good I can't complain,",,1160,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Levoy & Cleon Dewey,
I’m Bound for the Kingdom,"All: 1, 2","NVB | ""I’m Bound for the Kingdom"" (161) [2]",2,"All: 1, 2",,1C,F,161,,,14,,You may ask me where I'm headed;,,1161,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Mosie Lister,
Build My Mansion,"All: 1, 2","NVB | ""Build My Mansion"" (162) [2]",2,"All: 1, 2",,2,C,162,,,31,,I have no houses or lands on this earth,,1162,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Dottie Rambo,
When the Pearly Gates Swing Wide,"All: 1, 2, 3","NVB | ""When the Pearly Gates Swing Wide"" (163) [3]",3,"All: 1, 2, 3",,2,Bb,163,,,,,"When the Savior bids His children in,",,1163,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Cecil Fisher,
City of Gold,"All: 1, 2","NVB | ""City of Gold"" (164) [2]",2,"All: 1, 2",,2,Eb,164,,,,,"There's a city that looks o'er the valley of death,",,1164,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Shirley Cohron,
Zion's Hill,"1, 2, 4","52 | ""Zion's Hill"" (165) [4]",4,"1, 2, 4",,3/4,Ab,165,52,,82,,There waits for me a glad tomorrow,,1165,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,James A. Crutchfield,
He the Pearly Gates Will Open,"1, 2, 4","58 | ""He the Pearly Gates Will Open"" (166) [4]",4,"1, 2, 4",,3/4,G,166,58,572,69,,"Love Divine, so great and wondrous",,1166,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,"Fred Blom, tr. by Nathaniel Carlson",
How Beautiful Heaven Must Be,"1, 2, 4","39 | ""How Beautiful Heaven Must Be"" (167) [4]",4,"1, 2, 4",,3/4,G,167,39,,,,We read of a place that's called Heaven,,1167,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,A. S. Bridgewater & Dwight Brock,
Mansion Over the Hilltop,"All: 1, 2, 3","NVB | ""Mansion Over the Hilltop"" (168) [3]",3,"All: 1, 2, 3",,1C,C,168,,,89,,I’m satisfied with just a cottage below,,1168,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Stanphill,
Beulah Land,"1, 2, 4","53 | ""Beulah Land"" (169) [4]",4,"1, 2, 4",,2,F,169,53,,,,I've reached the land of joy divine,,1169,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Edgar P. Stites,
Sweet Beulah Land,"All: 1, 2","NVB | ""Sweet Beulah Land"" (170) [2]",2,"All: 1, 2",,3/4,G,170,,,88,,I’m kind of homesick for a country,,1170,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Squire Parsons, Jr.",
The Pearly White City,"1, 2, 4","67 | ""The Pearly White City"" (171) [4]",4,"1, 2, 4",,3/4,Eb,171,67,,87,,There's a holy and beautiful City,,1171,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,Arthur F. Ingler,
Just Over in the Gloryland,"1, 2, 4","65 | ""Just Over in the Gloryland"" (172) [4]",4,"1, 2, 4",,2,Ab,172,65,560,85,,I've a Home prepared where the saints abide,,1172,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,James W. Acuff,
More Love to Thee,"1, 2, 4","314 | ""More Love to Thee"" (173) [4]",4,"1, 2, 4",,,Ab,173,314,376,90,,"More love to Thee, O Christ",,1173,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,Elizabeth P. Prentess,
